date,dkk_eur
26/04/2021,0.1344749
27/04/2021,0.1344795
28/04/2021,0.134474
29/04/2021,0.1344704
30/04/2021,0.1344881
01/05/2021,0.1344881
02/05/2021,0.13446
03/05/2021,0.1344664
04/05/2021,0.1344693
05/05/2021,0.1344706
06/05/2021,0.134468
10/05/2021,0.134479
11/05/2021,0.134479
12/05/2021,0.134469
13/05/2021,0.1344657
14/05/2021,0.1344719
15/05/2021,0.1345406
16/05/2021,0.13446
17/05/2021,0.1344652
18/05/2021,0.1344719
19/05/2021,0.134472
20/05/2021,0.134469
21/05/2021,0.1344755
22/05/2021,0.134479095
23/05/2021,0.134463
24/05/2021,0.1344637
25/05/2021,0.134467
26/05/2021,0.134468
27/05/2021,0.1344664
28/05/2021,0.1344863
29/05/2021,0.134480904
31/05/2021,0.1344538
01/06/2021,0.134461
02/06/2021,0.134461
03/06/2021,0.134461
04/06/2021,0.1344737
05/06/2021,0.134468245
06/06/2021,0.134451
07/06/2021,0.1344572
08/06/2021,0.134462
09/06/2021,0.134464
10/06/2021,0.134464
11/06/2021,0.1344773
12/06/2021,0.134494831
14/06/2021,0.1344682
15/06/2021,0.1344585
16/06/2021,0.134459
17/06/2021,0.1344664
18/06/2021,0.1344881
19/06/2021,0.134480904
20/06/2021,0.1344641
21/06/2021,0.134464
22/06/2021,0.13447
24/06/2021,0.134456
25/06/2021,0.1344646
26/06/2021,0.13448018
27/06/2021,0.134464
28/06/2021,0.134466
29/06/2021,0.1344729
30/06/2021,0.1344684
01/07/2021,0.13447
02/07/2021,0.1344737
03/07/2021,0.1344737
04/07/2021,0.1344701
05/07/2021,0.13447
06/07/2021,0.1344824
07/07/2021,0.1344708
09/07/2021,0.1330776
10/07/2021,0.1341112
11/07/2021,0.134453
12/07/2021,0.1344466
13/07/2021,0.1344493
14/07/2021,0.1344373
15/07/2021,0.1344464
16/07/2021,0.1344484
17/07/2021,0.1344484
19/07/2021,0.1344339
20/07/2021,0.1344283
21/07/2021,0.1344276
23/07/2021,0.1344569
24/07/2021,0.134461
26/07/2021,0.134447
27/07/2021,0.1344415
28/07/2021,0.1344404
29/07/2021,0.1344411
30/07/2021,0.1341409
31/07/2021,0.134459024
01/08/2021,0.1344285
02/08/2021,0.1344292
03/08/2021,0.13444
04/08/2021,0.1344628
06/08/2021,0.1344243
07/08/2021,0.1344556
08/08/2021,0.1344505
10/08/2021,0.134453
12/08/2021,0.134458
14/08/2021,0.134493564
15/08/2021,0.1344616
16/08/2021,0.1344719
17/08/2021,0.134463
18/08/2021,0.134456
19/08/2021,0.1344583
20/08/2021,0.1344899
21/08/2021,0.1344899
23/08/2021,0.134461
24/08/2021,0.134456
25/08/2021,0.1344617
26/08/2021,0.1344652
27/08/2021,0.1344755
28/08/2021,0.13448018
29/08/2021,0.1344664
30/08/2021,0.1344769
31/08/2021,0.1344592
01/09/2021,0.134468
03/09/2021,0.1344755
04/09/2021,0.134484521
05/09/2021,0.134468
06/09/2021,0.134472
07/09/2021,0.1344717
08/09/2021,0.1344728
09/09/2021,0.1344695
10/09/2021,0.1340804
11/09/2021,0.134559077
13/09/2021,0.134469
14/09/2021,0.134465
15/09/2021,0.1344702
16/09/2021,0.1344776
17/09/2021,0.1344516
18/09/2021,0.134501162
19/09/2021,0.1344715
20/09/2021,0.134474
21/09/2021,0.134467
22/09/2021,0.134467
23/09/2021,0.1344726
24/09/2021,0.1344556
25/09/2021,#N/A
26/09/2021,0.134472
27/09/2021,0.1344719
28/09/2021,0.1344724
29/09/2021,0.134469
30/09/2021,0.134462
01/10/2021,0.1344664
02/10/2021,0.134479819
03/10/2021,0.134455
04/10/2021,0.134453
05/10/2021,0.1344404
06/10/2021,0.1344054
07/10/2021,0.134387
08/10/2021,0.1343851
09/10/2021,0.1343851
10/10/2021,0.134379
11/10/2021,0.134399
12/10/2021,0.134388
13/10/2021,0.1343853
14/10/2021,0.134383
15/10/2021,0.1344014
16/10/2021,0.134410589
17/10/2021,0.134393
18/10/2021,0.134392
19/10/2021,0.134392
20/10/2021,0.134389
21/10/2021,0.134388
22/10/2021,0.134396
23/10/2021,0.134396
24/10/2021,0.134403
25/10/2021,0.134414
26/10/2021,0.1344196
27/10/2021,0.13441
28/10/2021,0.1344202
29/10/2021,0.1344158
30/10/2021,0.134425947
31/10/2021,0.1344184
01/11/2021,0.1344171
02/11/2021,0.134409
03/11/2021,0.1344381
04/11/2021,0.134444
05/11/2021,0.1343719
07/11/2021,0.1344355
08/11/2021,0.1344214
09/11/2021,0.134438
10/11/2021,0.1344478
11/11/2021,0.134452
12/11/2021,0.1344574
13/11/2021,0.13449266
14/11/2021,0.134455
15/11/2021,0.134455
16/11/2021,0.134458
17/11/2021,0.134465
18/11/2021,0.1344664
19/11/2021,0.1344039
20/11/2021,0.134502067
21/11/2021,0.134462
22/11/2021,0.134459
23/11/2021,0.1344655
24/11/2021,0.134466
25/11/2021,0.1344681
26/11/2021,0.1344701
27/11/2021,#N/A
28/11/2021,0.134459
29/11/2021,0.1344614
30/11/2021,0.1344531
01/12/2021,0.1344663
02/12/2021,0.134463
03/12/2021,0.1344809
04/12/2021,0.1344809
05/12/2021,0.134469
06/12/2021,0.1344702
07/12/2021,0.1344735
08/12/2021,0.1344715
09/12/2021,0.134474
10/12/2021,0.1344522
11/12/2021,0.1341166
12/12/2021,0.134471
13/12/2021,0.13447
14/12/2021,0.134471
15/12/2021,0.13447
16/12/2021,0.134465
17/12/2021,0.1344719
18/12/2021,0.134113
19/12/2021,0.1344594
20/12/2021,0.1344724
21/12/2021,0.134479
22/12/2021,0.1344751
23/12/2021,0.1344202
27/12/2021,0.134471
28/12/2021,0.1344726
30/12/2021,0.1344507
31/12/2021,0.1343283
02/01/2022,0.1344543
03/01/2022,0.134449
07/01/2022,0.1343943
10/01/2022,0.134411
11/01/2022,0.13436
12/01/2022,0.134383
13/01/2022,0.134367
14/01/2022,0.1343598
15/01/2022,0.134383134
17/01/2022,0.134357
18/01/2022,0.134353
19/01/2022,0.1343476
20/01/2022,0.134338
21/01/2022,0.1343364
22/01/2022,0.134351539
23/01/2022,0.13434
24/01/2022,0.1343275
25/01/2022,0.134368
26/01/2022,0.134366
27/01/2022,0.134344
28/01/2022,0.1343203
31/01/2022,0.1343822
01/02/2022,0.1343911
02/02/2022,0.134404
03/02/2022,0.134374
04/02/2022,0.1343039
05/02/2022,0.134327356
06/02/2022,0.1343158
07/02/2022,0.1343313
08/02/2022,0.134351
09/02/2022,0.134364
10/02/2022,0.134413
11/02/2022,0.134405
12/02/2022,0.134405
14/02/2022,0.1343472
15/02/2022,0.1343348
16/02/2022,0.1343978
17/02/2022,0.134405
18/02/2022,0.1344283
19/02/2022,0.134456493
20/02/2022,0.1344285
21/02/2022,0.1344
23/02/2022,0.1344147
24/02/2022,0.1343783
25/02/2022,0.1343779
26/02/2022,0.1343779
27/02/2022,0.134367
28/02/2022,0.1344381
01/03/2022,0.134434
02/03/2022,0.134407
03/03/2022,0.1344064
04/03/2022,0.1344339
05/03/2022,0.1344339
06/03/2022,0.1344084
07/03/2022,0.1343588
08/03/2022,0.13433
09/03/2022,0.13436
10/03/2022,0.134374
11/03/2022,0.1344212
12/03/2022,0.134530656
13/03/2022,0.134408
14/03/2022,0.134391
15/03/2022,0.1344115
16/03/2022,0.134347
17/03/2022,0.134322
18/03/2022,0.1342828
19/03/2022,0.134474755
20/03/2022,0.134356
21/03/2022,0.134389
22/03/2022,0.1344008
23/03/2022,0.134424
24/03/2022,0.1344
25/03/2022,0.1343788
26/03/2022,0.1343942
27/03/2022,0.134407
28/03/2022,0.134415
29/03/2022,0.1344364
30/03/2022,0.134442
31/03/2022,0.1344214
01/04/2022,0.1344502
02/04/2022,0.1344502
03/04/2022,0.13443
04/04/2022,0.1344402
05/04/2022,0.134443
07/04/2022,0.1344536
08/04/2022,0.1344538
09/04/2022,0.134470415
10/04/2022,0.134452
11/04/2022,0.1344682
12/04/2022,0.1344484
13/04/2022,0.134438
14/04/2022,0.1343766
15/04/2022,0.1345189
16/04/2022,0.134464629
17/04/2022,0.1344357
18/04/2022,0.134434
19/04/2022,0.134406
20/04/2022,0.1343996
21/04/2022,0.134397
22/04/2022,0.1344122
23/04/2022,0.1344122
24/04/2022,0.134419
25/04/2022,0.134424
26/04/2022,0.1343905
27/04/2022,0.134385
28/04/2022,0.1343725
29/04/2022,0.1344194
30/04/2022,0.134437513
01/05/2022,0.134418
02/05/2022,0.1344122
03/05/2022,0.134437
04/05/2022,0.1343862
05/05/2022,0.134404
06/05/2022,0.134414
07/05/2022,0.134404267
08/05/2022,0.134408
09/05/2022,0.1344339
10/05/2022,0.134439
11/05/2022,0.134408
12/05/2022,0.134385
13/05/2022,0.1343797
14/05/2022,0.134442213
15/05/2022,0.1343934
16/05/2022,0.134367
17/05/2022,0.1343779
18/05/2022,0.1343806
19/05/2022,0.1343454
20/05/2022,0.1343942
21/05/2022,0.134429923
22/05/2022,0.1343815
23/05/2022,0.134416
24/05/2022,0.1344122
25/05/2022,0.1343938
26/05/2022,0.134412
27/05/2022,0.1344285
28/05/2022,0.134607619
29/05/2022,0.134425
30/05/2022,0.134407
31/05/2022,0.134405
01/06/2022,0.1344156
02/06/2022,0.134438
03/06/2022,0.1344375
07/06/2022,0.134421
08/06/2022,0.134427
09/06/2022,0.1344156
10/06/2022,0.1344375
11/06/2022,0.1344375
12/06/2022,0.134424
13/06/2022,0.134405
14/06/2022,0.1344249
15/06/2022,0.134412
16/06/2022,0.134435
17/06/2022,0.1344285
18/06/2022,0.1344285
19/06/2022,0.134427
20/06/2022,0.1344184
21/06/2022,0.134427
22/06/2022,0.134435
23/06/2022,0.1344194
24/06/2022,0.1341013
27/06/2022,0.1343887
28/06/2022,0.1344176
29/06/2022,0.134402
30/06/2022,0.1344549
01/07/2022,0.1343355
02/07/2022,0.134510208
03/07/2022,0.1344375
04/07/2022,0.134395
05/07/2022,0.134396
06/07/2022,0.13437
07/07/2022,0.134382
08/07/2022,0.1343456
09/07/2022,0.1343671
10/07/2022,0.134362
11/07/2022,0.134403
12/07/2022,0.134396
13/07/2022,0.134363
14/07/2022,0.134358
15/07/2022,0.13434
16/07/2022,0.13434
17/07/2022,0.1343571
18/07/2022,0.1343328
19/07/2022,0.134322
20/07/2022,0.134313
21/07/2022,0.1343
22/07/2022,0.1341088
23/07/2022,0.1343201
24/07/2022,0.134355
25/07/2022,0.1342949
26/07/2022,0.134351
27/07/2022,0.134313
28/07/2022,0.134342
29/07/2022,0.1343147
30/07/2022,0.134343597
31/07/2022,0.134317
01/08/2022,0.134311
02/08/2022,0.134329
03/08/2022,0.1343447
04/08/2022,0.134349
05/08/2022,0.133886
06/08/2022,0.1343761
07/08/2022,0.13438
08/08/2022,0.1343797
09/08/2022,0.1343833
10/08/2022,0.1343942
11/08/2022,0.1344176
12/08/2022,0.1344484
13/08/2022,0.134427032
14/08/2022,0.1344265
15/08/2022,0.134451
16/08/2022,0.1344362
17/08/2022,0.1344447
18/08/2022,0.134451
19/08/2022,0.134461
20/08/2022,0.134461
21/08/2022,0.134455
22/08/2022,0.1344364
23/08/2022,0.134455
24/08/2022,0.1344502
25/08/2022,0.134442
26/08/2022,0.1344411
27/08/2022,0.1344411
28/08/2022,0.134448
29/08/2022,0.1344437
30/08/2022,0.134441
31/08/2022,0.134447
01/09/2022,0.1344513
02/09/2022,0.1344664
03/09/2022,0.134481446
04/09/2022,0.134461
05/09/2022,0.1344682
06/09/2022,0.1344677
07/09/2022,0.134468
08/09/2022,0.1344664
09/09/2022,0.1344556
10/09/2022,0.1344556
11/09/2022,0.134462
12/09/2022,0.1344679
13/09/2022,0.1344664
14/09/2022,0.134459
15/09/2022,0.1344628
16/09/2022,0.1344701
17/09/2022,0.1344719
18/09/2022,0.13446
19/09/2022,0.1344549
20/09/2022,0.1344682
21/09/2022,0.134463
22/09/2022,0.134468
23/09/2022,0.1344701
24/09/2022,0.1341112
25/09/2022,0.13446
26/09/2022,0.1344623
27/09/2022,0.1344628
28/09/2022,0.13446
29/09/2022,0.134464
30/09/2022,0.1342091
01/10/2022,0.134642054
02/10/2022,0.134475
03/10/2022,0.134461
04/10/2022,0.134446
05/10/2022,0.1344306
06/10/2022,0.1344122
07/10/2022,0.1342316
08/10/2022,0.1340842
09/10/2022,0.134423
10/10/2022,0.134425
11/10/2022,0.1344281
12/10/2022,0.1344299
13/10/2022,0.134423
14/10/2022,0.1344429
15/10/2022,0.134582981
16/10/2022,0.134435
17/10/2022,0.1344321
18/10/2022,0.1344097
19/10/2022,0.1344191
20/10/2022,0.134425
21/10/2022,0.1344285
22/10/2022,0.1340824
23/10/2022,0.134424
24/10/2022,0.134424
25/10/2022,0.13442
26/10/2022,0.1344325
27/10/2022,0.134392
28/10/2022,0.134331
29/10/2022,0.134420527
30/10/2022,0.134345
31/10/2022,0.1342898
01/11/2022,0.1343422
02/11/2022,0.1343479
03/11/2022,0.1343761
04/11/2022,0.1343526
05/11/2022,0.1343671
07/11/2022,0.134416
08/11/2022,0.1344278
09/11/2022,0.134434
10/11/2022,0.1344066
11/11/2022,0.1343815
12/11/2022,0.1344393
14/11/2022,0.134419
15/11/2022,0.134431
16/11/2022,0.1344328
17/11/2022,0.134429
18/11/2022,0.1344231
19/11/2022,0.1344231
20/11/2022,0.1344437
21/11/2022,0.134443
22/11/2022,0.1344538
23/11/2022,0.1344583
24/11/2022,0.1344583
25/11/2022,0.134414
26/11/2022,0.134414
27/11/2022,0.134459
28/11/2022,0.1344641
29/11/2022,0.134454
30/11/2022,0.1344447
01/12/2022,0.134456
02/12/2022,0.1345732
03/12/2022,0.1345732
04/12/2022,0.13445
05/12/2022,0.134445
06/12/2022,0.1344399
07/12/2022,0.134437
08/12/2022,0.134436
09/12/2022,0.1344176
10/12/2022,0.1344321
11/12/2022,0.134439
12/12/2022,0.1344438
13/12/2022,0.1344175
14/12/2022,0.134431
15/12/2022,0.1344466
16/12/2022,0.1344267
17/12/2022,0.1344502
18/12/2022,0.134423
19/12/2022,0.1344231
20/12/2022,0.134407
21/12/2022,0.1344484
22/12/2022,0.1344527
23/12/2022,0.1343996
24/12/2022,0.1343996
26/12/2022,0.134454
27/12/2022,0.1344672
28/12/2022,0.1344563
30/12/2022,0.1344628
31/12/2022,0.1344628
01/01/2023,0.13431
02/01/2023,0.1344464
03/01/2023,0.1344556
04/01/2023,0.134451
05/01/2023,0.134451
06/01/2023,0.1344339
07/01/2023,0.1344339
08/01/2023,0.134444
09/01/2023,0.134448
10/01/2023,0.1344447
11/01/2023,0.134439
12/01/2023,0.1344297
13/01/2023,0.1342354
14/01/2023,0.1340698
15/01/2023,0.1344149
16/01/2023,0.134427
17/01/2023,0.1344212
18/01/2023,0.134405
19/01/2023,0.1344046
20/01/2023,0.1343833
21/01/2023,0.1343833
22/01/2023,0.1344
23/01/2023,0.1344212
24/01/2023,0.1344187
25/01/2023,0.134413
26/01/2023,0.134448
27/01/2023,0.1344321
28/01/2023,0.1344411
29/01/2023,0.1344344
30/01/2023,0.134421
31/01/2023,0.134423
01/02/2023,0.1344081
02/02/2023,0.1343689
03/02/2023,0.1343021
04/02/2023,0.1339674
06/02/2023,0.1343709
07/02/2023,0.1343842
08/02/2023,0.1344059
09/02/2023,0.1343501
10/02/2023,0.1342138
11/02/2023,0.1342642
12/02/2023,0.1342451
13/02/2023,0.1342102
14/02/2023,0.1341896
15/02/2023,0.1342086
16/02/2023,0.134246
17/02/2023,0.134113
18/02/2023,0.1342678
19/02/2023,0.134269
20/02/2023,0.1343075
21/02/2023,0.134305
22/02/2023,0.1343201
23/02/2023,0.134301
24/02/2023,0.1343508
25/02/2023,0.1343382
26/02/2023,0.134317
27/02/2023,0.134337
28/02/2023,0.134347
01/03/2023,0.1343653
02/03/2023,0.1343698
03/03/2023,0.1343689
04/03/2023,0.1343689
05/03/2023,0.134382
06/03/2023,0.1343477
07/03/2023,0.1343413
08/03/2023,0.134361
09/03/2023,0.1343681
11/03/2023,0.1343526
12/03/2023,0.134345
13/03/2023,0.1343126
14/03/2023,0.1342949
15/03/2023,0.13431
16/03/2023,0.1343021
17/03/2023,0.13423
18/03/2023,0.1343057
19/03/2023,0.13433
20/03/2023,0.1343351
21/03/2023,0.1342837
22/03/2023,0.134288
23/03/2023,0.1342278
24/03/2023,0.1340968
25/03/2023,0.1340968
26/03/2023,0.134191
27/03/2023,0.134198
28/03/2023,0.134219
29/03/2023,0.134228
30/03/2023,0.1342462
31/03/2023,0.1341994
01/04/2023,0.134213776
02/04/2023,0.134237
03/04/2023,0.1342406
04/04/2023,0.1341763
05/04/2023,0.13421
06/04/2023,0.1341878
07/04/2023,0.1341922
10/04/2023,0.1341761
12/04/2023,0.1342046
13/04/2023,0.134219
14/04/2023,0.1338353
15/04/2023,0.1342408
16/04/2023,0.134215
17/04/2023,0.13419
18/04/2023,0.134195
19/04/2023,0.134174
20/04/2023,0.13418
21/04/2023,0.1340734
22/04/2023,0.134087801
24/04/2023,0.1341527
25/04/2023,0.134159
26/04/2023,0.134142
27/04/2023,0.134135
28/04/2023,0.1340662
29/04/2023,0.1341634
30/04/2023,0.1341517
01/05/2023,0.134161
02/05/2023,0.1341823
03/05/2023,0.1341986
04/05/2023,0.134236
05/05/2023,0.134149
06/05/2023,0.134163357
07/05/2023,0.1342271
08/05/2023,0.134272
09/05/2023,0.1343071
10/05/2023,0.1342859
11/05/2023,0.1342574
12/05/2023,0.1342534
13/05/2023,0.1342588
14/05/2023,0.1342696
15/05/2023,0.134292
16/05/2023,0.1342895
17/05/2023,0.1342545
18/05/2023,0.1342559
19/05/2023,0.13397
20/05/2023,0.1339154
21/05/2023,0.134244
22/05/2023,0.134274
23/05/2023,0.134246
24/05/2023,0.134237
25/05/2023,0.134227
26/05/2023,0.1342282
27/05/2023,0.134242603
29/05/2023,0.134243
30/05/2023,0.134266
31/05/2023,0.134274
01/06/2023,0.134263
02/06/2023,0.1342462
03/06/2023,0.1342588
04/06/2023,0.134222
05/06/2023,0.134239
06/06/2023,0.134227
07/06/2023,0.1342332
08/06/2023,0.134205
09/06/2023,0.1341886
10/06/2023,0.1341886
11/06/2023,0.1341941
12/06/2023,0.134184
13/06/2023,0.134175
14/06/2023,0.134188
15/06/2023,0.1341814
16/06/2023,0.1338991
17/06/2023,0.134718237
18/06/2023,0.1342305
19/06/2023,0.134244
20/06/2023,0.134227
21/06/2023,0.134246
22/06/2023,0.134257
23/06/2023,0.1342588
24/06/2023,0.1342787
25/06/2023,0.13427
26/06/2023,0.134274
27/06/2023,0.134278
28/06/2023,0.134255
29/06/2023,0.1342741
30/06/2023,0.133898
01/07/2023,0.134790509
02/07/2023,0.1342792
03/07/2023,0.134264
04/07/2023,0.134261
05/07/2023,0.1342498
06/07/2023,0.1342329
07/07/2023,0.1342264
08/07/2023,0.1342264
09/07/2023,0.134203
10/07/2023,0.134183
11/07/2023,0.1341398
12/07/2023,0.1341868
13/07/2023,0.1341857
14/07/2023,0.1341868
15/07/2023,0.1342264
16/07/2023,0.13422
17/07/2023,0.134219
18/07/2023,0.134209
19/07/2023,0.1342132
20/07/2023,0.1341922
21/07/2023,0.1341814
22/07/2023,0.1341904
23/07/2023,0.134203
24/07/2023,0.1342
25/07/2023,0.134195
26/07/2023,0.1341752
27/07/2023,0.134185
28/07/2023,0.1341652
29/07/2023,0.1338097
30/07/2023,0.13418
31/07/2023,0.134185
01/08/2023,0.1341869
02/08/2023,0.134183
03/08/2023,0.1342
04/08/2023,0.134185
05/08/2023,0.1338455
06/08/2023,0.1342
07/08/2023,0.134184
08/08/2023,0.134203
09/08/2023,0.1342066
10/08/2023,0.134192
11/08/2023,0.1341832
12/08/2023,0.1338563
13/08/2023,0.134189
14/08/2023,0.134192
15/08/2023,0.134187
16/08/2023,0.134192
17/08/2023,0.134179
18/08/2023,0.1341274
19/08/2023,0.1338419
20/08/2023,0.1341862
21/08/2023,0.1341868
22/08/2023,0.1341653
23/08/2023,0.134158
24/08/2023,0.134147
25/08/2023,0.1341544
26/08/2023,0.133799
27/08/2023,0.134149
28/08/2023,0.1341711
29/08/2023,0.134164
30/08/2023,0.1341756
31/08/2023,0.134158
01/09/2023,0.1341652
02/09/2023,0.1338186
03/09/2023,0.134168
04/09/2023,0.134159
05/09/2023,0.1341396
06/09/2023,0.134091
07/09/2023,0.1340486
08/09/2023,0.1336255
09/09/2023,0.134310938
10/09/2023,0.1340317
11/09/2023,0.1340626
12/09/2023,0.1340359
13/09/2023,0.1340276
14/09/2023,0.1340756
15/09/2023,0.133876
16/09/2023,0.1337363
17/09/2023,0.134069
18/09/2023,0.1341229
19/09/2023,0.13415
20/09/2023,0.134155
21/09/2023,0.13412
22/09/2023,0.1341058
23/09/2023,0.1337649
24/09/2023,0.134103
25/09/2023,0.134093
26/09/2023,0.134086
27/09/2023,0.1341092
28/09/2023,0.1340846
29/09/2023,0.1340806
30/09/2023,0.1337471
01/10/2023,0.1340687
02/10/2023,0.134071
03/10/2023,0.1340641
04/10/2023,0.1340867
05/10/2023,0.1340785
06/10/2023,0.134167
08/10/2023,0.1340925
12/10/2023,0.134087
13/10/2023,0.1340572
14/10/2023,0.1337381
15/10/2023,0.1340716
16/10/2023,0.1340506
17/10/2023,0.134012
19/10/2023,0.13399
20/10/2023,0.1340285
21/10/2023,0.1336452
23/10/2023,0.133975
24/10/2023,0.133954
25/10/2023,0.133975
26/10/2023,0.133965
27/10/2023,0.1339998
28/10/2023,0.1336255
29/10/2023,0.133959
30/10/2023,0.13395
31/10/2023,0.1339692
01/11/2023,0.1339508
02/11/2023,0.133975
03/11/2023,0.1336523
04/11/2023,0.1336523
05/11/2023,0.134002
06/11/2023,0.1340662
07/11/2023,0.1340617
08/11/2023,0.1340608
09/11/2023,0.1340831
10/11/2023,0.1340824
11/11/2023,0.133731
13/11/2023,0.134048
14/11/2023,0.134042
15/11/2023,0.134048
16/11/2023,0.134075
17/11/2023,0.134104
18/11/2023,0.1341148
19/11/2023,0.1340815
20/11/2023,0.134104
21/11/2023,0.1341274
22/11/2023,0.1341338
23/11/2023,0.13412
24/11/2023,0.134122
25/11/2023,0.1337506
26/11/2023,0.134106
27/11/2023,0.134102
28/11/2023,0.1341238
29/11/2023,0.134105
30/11/2023,0.1341112
01/12/2023,0.1341112
03/12/2023,0.134082
04/12/2023,0.134122
05/12/2023,0.13411
06/12/2023,0.134101
08/12/2023,0.1341202
09/12/2023,0.1337685
10/12/2023,0.134107
11/12/2023,0.1341274
12/12/2023,0.134091
13/12/2023,0.1341
14/12/2023,0.1341052
15/12/2023,0.1341346
16/12/2023,0.1337685
17/12/2023,0.134142
18/12/2023,0.134131
19/12/2023,0.134091
20/12/2023,0.134098
21/12/2023,0.134116
23/12/2023,0.1341274
25/12/2023,0.134082
26/12/2023,0.13412
27/12/2023,0.134125
28/12/2023,0.134143
29/12/2023,0.134104
30/12/2023,0.1338169
31/12/2023,0.1341347
01/01/2024,0.134096
02/01/2024,0.1341015
03/01/2024,0.134052
04/01/2024,0.134077
05/01/2024,0.1340734
06/01/2024,0.1337149
08/01/2024,0.134062
09/01/2024,0.134073
10/01/2024,0.1340671
11/01/2024,0.134084
12/01/2024,0.1340914
13/01/2024,0.1337453
14/01/2024,0.134074
15/01/2024,0.134046
16/01/2024,0.134063
17/01/2024,0.134064
18/01/2024,0.1341016
19/01/2024,0.1340644
20/01/2024,0.1337345
21/01/2024,0.134064
22/01/2024,0.134059
23/01/2024,0.1341168
24/01/2024,0.134099
25/01/2024,0.1341454
26/01/2024,0.1341292
29/01/2024,0.1341508
30/01/2024,0.1341355
31/01/2024,0.134121
01/02/2024,0.1341414
02/02/2024,0.13414
03/02/2024,0.134154358
04/02/2024,0.134142
05/02/2024,0.1340882
06/02/2024,0.1340536
07/02/2024,0.13407
08/02/2024,0.134122
09/02/2024,0.134122
10/02/2024,0.133799
12/02/2024,0.1341544
13/02/2024,0.134139
14/02/2024,0.134127
15/02/2024,0.134128
16/02/2024,0.1341364
17/02/2024,0.1337739
18/02/2024,0.134112
19/02/2024,0.1341454
20/02/2024,0.1341301
21/02/2024,0.134131
22/02/2024,0.134131
23/02/2024,0.1341436
24/02/2024,0.1337972
25/02/2024,0.134136
26/02/2024,0.134133
27/02/2024,0.134134
28/02/2024,0.134146
29/02/2024,0.13414
01/03/2024,0.1341382
02/03/2024,0.1337918
03/03/2024,0.134134
04/03/2024,0.1341488
05/03/2024,0.1341407
07/03/2024,0.1341338
08/03/2024,0.1340878
09/03/2024,0.1337793
10/03/2024,0.134127
11/03/2024,0.134107
12/03/2024,0.134093
13/03/2024,0.13408
14/03/2024,0.134109
15/03/2024,0.1340932
16/03/2024,0.1337399
17/03/2024,0.13409
18/03/2024,0.134086
19/03/2024,0.134081
20/03/2024,0.134082
21/03/2024,0.134069
22/03/2024,0.134006
23/03/2024,0.1337256
24/03/2024,0.1340682
25/03/2024,0.1340939
26/03/2024,0.134041
27/03/2024,0.134069
28/03/2024,0.1340553
29/03/2024,0.1340249
30/03/2024,0.1340752
01/04/2024,0.1340626
02/04/2024,0.134069
03/04/2024,0.134055
04/04/2024,0.134054
05/04/2024,0.1340411
06/04/2024,0.1337095
07/04/2024,0.13407
08/04/2024,0.134063
09/04/2024,0.1340515
10/04/2024,0.134045
11/04/2024,0.134045
12/04/2024,0.1340087
13/04/2024,0.1336809
14/04/2024,0.134031
15/04/2024,0.134028
16/04/2024,0.134015
17/04/2024,0.134018
19/04/2024,0.1339549
20/04/2024,0.1336487
21/04/2024,0.1340321
22/04/2024,0.1340213
23/04/2024,0.134034
24/04/2024,0.134062
25/04/2024,0.1340723
26/04/2024,0.1340842
27/04/2024,0.1340842
28/04/2024,0.134059
29/04/2024,0.134072
30/04/2024,0.134061
01/05/2024,0.134068
02/05/2024,0.134071
03/05/2024,0.1340698
04/05/2024,0.1340698
05/05/2024,0.134057
06/05/2024,0.134066
07/05/2024,0.1340483
08/05/2024,0.134049
09/05/2024,0.1340303
10/05/2024,0.1340429
11/05/2024,0.1340429
12/05/2024,0.134032
13/05/2024,0.134033
14/05/2024,0.13402
15/05/2024,0.134018
16/05/2024,0.134027
17/05/2024,0.1340195
18/05/2024,0.1340195
19/05/2024,0.1340145
20/05/2024,0.134014
21/05/2024,0.134011
22/05/2024,0.1340051
23/05/2024,0.134015
24/05/2024,0.1340016
25/05/2024,0.1340267
26/05/2024,0.134017
27/05/2024,0.1340159
28/05/2024,0.134023
29/05/2024,0.134035
30/05/2024,0.134054
31/05/2024,0.1340572
01/06/2024,0.1340572
02/06/2024,0.1340639
03/06/2024,0.1340634
04/06/2024,0.134046
05/06/2024,0.134043
06/06/2024,0.1340429
07/06/2024,0.1340465
08/06/2024,0.1340465
09/06/2024,0.134039
10/06/2024,0.134054
11/06/2024,0.134057
12/06/2024,0.1340423
13/06/2024,0.1340519
14/06/2024,0.1340213
15/06/2024,0.1340411
16/06/2024,0.13404
17/06/2024,0.1340483
18/06/2024,0.134044
19/06/2024,0.134058
20/06/2024,0.1340623
21/06/2024,0.1340357
22/06/2024,0.1340519
23/06/2024,0.134053
24/06/2024,0.134053
25/06/2024,#N/A
26/06/2024,0.134055
27/06/2024,0.1340644
28/06/2024,0.134077
29/06/2024,0.134075216
30/06/2024,0.134076
01/07/2024,0.134059
02/07/2024,0.1340626
03/07/2024,0.1340519
04/07/2024,0.134065
05/07/2024,0.1340752
06/07/2024,0.1340644
07/07/2024,0.134051
08/07/2024,0.134063
09/07/2024,0.134048
10/07/2024,0.134043
11/07/2024,0.134031
12/07/2024,0.1340177
13/07/2024,0.1340375
14/07/2024,0.13401
15/07/2024,0.1340267
16/07/2024,0.134057
17/07/2024,0.1340384
18/07/2024,0.1340285
19/07/2024,0.1340231
20/07/2024,0.1340285
